# this file has been autogenerated by calcPhotonSystConsts.cpp

photonCatScales=HighR9EB_13TeVscale,HighR9EE_13TeVscale,LowR9EB_13TeVscale,LowR9EE_13TeVscale
photonCatScalesCorr=MaterialCentral_scale,MaterialForward_scale,FNUFEE_scale,FNUFEB_scale,ShowerShapeHighR9EE_scale,ShowerShapeHighR9EB_scale,ShowerShapeLowR9EE_scale,ShowerShapeLowR9EB_scale
photonCatSmears=HighR9EBPhi_13TeVsmear,HighR9EBRho_13TeVsmear,HighR9EEPhi_13TeVsmear,HighR9EERho_13TeVsmear,LowR9EBPhi_13TeVsmear,LowR9EBRho_13TeVsmear,LowR9EEPhi_13TeVsmear,LowR9EERho_13TeVsmear
globalScales=NonLinearity_13TeVscale:UntaggedTag_0:2,Geant4_13TeVscale

# photonCat                   mean_change    sigma_change    rate_change
diphotonCat=0
proc=ggh
HighR9EE_13TeVscale           0.0002238     0.001863     0.0004217    
LowR9EB_13TeVscale            0.0007038     0.006757     0.0007909    
LowR9EE_13TeVscale            0.0001158     0.00124     0.0003469    
HighR9EBPhi_13TeVsmear        1.387e-05     0.002528     0.000542    
HighR9EBRho_13TeVsmear        2.186e-05     0.001521     0.0003365    
HighR9EEPhi_13TeVsmear        1.166e-05     0.01148     0.00109    
HighR9EERho_13TeVsmear        3.721e-05     0.001976     0.0003291    
LowR9EBPhi_13TeVsmear         7.616e-06     0.0004809     0.0004869    
LowR9EBRho_13TeVsmear         2.455e-05     0.000857     0.0003126    
LowR9EEPhi_13TeVsmear         0.0001102     0.002443     0.001374    
LowR9EERho_13TeVsmear         2.784e-05     0.00103     0.0001063    
MaterialCentral_scale         0.0003142     0.004355     0.0005531    
MaterialForward_scale         0.000639     0.005088     0.001222    
FNUFEE_scale                  0.000125     0.002539     0.0006353    
FNUFEB_scale                  5.898e-05     0.00216     0.001028    
ShowerShapeHighR9EE_scale     0.0001739     0.002285     0.0001599    
ShowerShapeHighR9EB_scale     7.418e-05     0.001054     0.0001786    
ShowerShapeLowR9EE_scale      7.77e-05     0.0002781     0.0002858    
ShowerShapeLowR9EB_scale      7.896e-05     0.0007963     0.000637    

diphotonCat=3
proc=tth
HighR9EB_13TeVscale           0.0005685     0.005331     0.0006277    
HighR9EE_13TeVscale           9.696e-05     0.004112     0.000119    
LowR9EB_13TeVscale            0.0008769     0.005698     0.001988    
LowR9EE_13TeVscale            7.29e-05     0.003162     0.0003565    
HighR9EBPhi_13TeVsmear        0.0001791     0.005449     0.00127    
HighR9EBRho_13TeVsmear        7.315e-05     0.003491     0.0003114    
HighR9EEPhi_13TeVsmear        6.225e-05     0.02658     0.000514    
HighR9EERho_13TeVsmear        2.826e-05     0.003146     0.0002824    
LowR9EBPhi_13TeVsmear         7.899e-05     0.01097     0.001319    
LowR9EBRho_13TeVsmear         2.198e-05     0.001525     0.0002813    
LowR9EEPhi_13TeVsmear         2.659e-05     0.001812     0.0005841    
LowR9EERho_13TeVsmear         2.37e-05     0.0003119     0.0004054    
MaterialCentral_scale         0.0004452     0.005872     0.0008381    
MaterialForward_scale         0.0003594     0.006848     0.00135    
FNUFEE_scale                  8.523e-05     0.005975     0.0005708    
FNUFEB_scale                  0.0001234     0.007022     0.001505    
ShowerShapeHighR9EE_scale     8.587e-05     0.00309     0.0001745    
ShowerShapeHighR9EB_scale     0.0001333     0.003525     0.0002153    
ShowerShapeLowR9EE_scale      3.911e-05     0.002017     0.000264    
ShowerShapeLowR9EB_scale      0.0001006     0.00355     0.0002764    


diphotonCat=4
proc=ggh
HighR9EB_13TeVscale           0.00104     0.02438     0.01151    
HighR9EE_13TeVscale           0.0003499     0.002305     7.428e-08    
LowR9EB_13TeVscale            0.0008952     0.0608     0.01892    
LowR9EE_13TeVscale            0.0003539     6.787e-08     7.676e-08    
HighR9EBPhi_13TeVsmear        0.000243     0.2354     0.02402    
HighR9EBRho_13TeVsmear        0.0003394     0.01243     3.521e-05    
HighR9EEPhi_13TeVsmear        0.0002584     0.01834     0.004964    
HighR9EERho_13TeVsmear        0.0003706     0.005775     7.923e-08    
LowR9EBPhi_13TeVsmear         0.0007375     0.006608     0.008944    
LowR9EBRho_13TeVsmear         0.000357     5.803e-08     8.617e-08    
LowR9EEPhi_13TeVsmear         0.0003883     0.003181     7.28e-08    
LowR9EERho_13TeVsmear         0.0003628     6.787e-08     7.676e-08    
MaterialCentral_scale         0.0004205     0.02731     0.004403    
MaterialForward_scale         0.0001964     0.008379     0.002482    
FNUFEE_scale                  0.000334     0.00442     8.171e-08    
FNUFEB_scale                  0.0004012     0.03048     0.01178    
ShowerShapeHighR9EE_scale     0.0003693     0.00442     7.874e-08    
ShowerShapeHighR9EB_scale     0.0003553     0.02386     0.004403    
ShowerShapeLowR9EE_scale      0.0003539     6.787e-08     7.676e-08    
ShowerShapeLowR9EB_scale      0.0002912     0.009623     0.004403    

diphotonCat=4
proc=vbf
HighR9EB_13TeVscale           0.0009412     0.02188     0.000214    
HighR9EE_13TeVscale           2.291e-05     0.001673     0.0006739    
LowR9EB_13TeVscale            0.0006637     0.008065     0.001043    
LowR9EE_13TeVscale            1.079e-05     0.001222     0.0002686    
HighR9EBPhi_13TeVsmear        1.029e-05     0.08673     6.216e-05    
HighR9EBRho_13TeVsmear        9.681e-06     0.006542     0.0004323    
HighR9EEPhi_13TeVsmear        8.771e-06     0.01298     0.0007052    
HighR9EERho_13TeVsmear        6.742e-06     0.001101     0.0004514    
LowR9EBPhi_13TeVsmear         9.069e-05     0.02887     9.764e-05    
LowR9EBRho_13TeVsmear         5.807e-06     0.002148     0.00031    
LowR9EEPhi_13TeVsmear         2.731e-05     0.0007751     1.809e-05    
LowR9EERho_13TeVsmear         5.366e-06     0.0005121     5.022e-05    
MaterialCentral_scale         0.0004452     0.01221     0.0003083    
MaterialForward_scale         7.843e-05     0.003596     0.000218    
FNUFEE_scale                  1.423e-05     0.002331     0.0002972    
FNUFEB_scale                  0.0003223     0.0134     0.0006026    
ShowerShapeHighR9EE_scale     2.135e-05     0.001874     0.0003913    
ShowerShapeHighR9EB_scale     0.0001713     0.004167     0.000598    
ShowerShapeLowR9EE_scale      1.007e-05     0.001014     0.0002215    
ShowerShapeLowR9EB_scale      5.598e-05     0.001484     0.0002123    

diphotonCat=4
proc=wh
HighR9EB_13TeVscale           0.0005748     0.009895     0.02827    
HighR9EE_13TeVscale           0.0001509     5.32e-09     8.878e-08    
LowR9EB_13TeVscale            0.001594     0.009199     0.05282    
LowR9EE_13TeVscale            7.493e-05     5.32e-09     8.878e-08    
HighR9EBPhi_13TeVsmear        0.001381     0.2979     6.659e-08    
HighR9EBRho_13TeVsmear        0.0003008     3.031e-09     7.768e-08    
HighR9EEPhi_13TeVsmear        1.193e-05     0.004768     8.878e-08    
HighR9EERho_13TeVsmear        7.493e-05     5.32e-09     8.878e-08    
LowR9EBPhi_13TeVsmear         0.0008111     0.01488     0.04909    
LowR9EBRho_13TeVsmear         0.0001805     5.32e-09     8.878e-08    
LowR9EEPhi_13TeVsmear         7.493e-05     5.32e-09     8.878e-08    
LowR9EERho_13TeVsmear         7.493e-05     5.32e-09     8.878e-08    
MaterialCentral_scale         0.0002779     0.02569     1.054e-07    
MaterialForward_scale         0.0001509     5.32e-09     8.878e-08    
FNUFEE_scale                  7.493e-05     5.32e-09     8.878e-08    
FNUFEB_scale                  0.0005671     0.06485     0.02827    
ShowerShapeHighR9EE_scale     7.493e-05     5.32e-09     8.878e-08    
ShowerShapeHighR9EB_scale     0.0001154     0.009695     7.768e-08    
ShowerShapeLowR9EE_scale      7.493e-05     5.32e-09     8.878e-08    
ShowerShapeLowR9EB_scale      0.000305     3.031e-09     7.768e-08    

diphotonCat=4
proc=zh
HighR9EB_13TeVscale           0.008515     1.265     7.662e-07    
HighR9EE_13TeVscale           0.008146     1.199e-08     4.378e-07    
LowR9EB_13TeVscale            0.01559     0.8988     6.567e-07    
LowR9EE_13TeVscale            0.008146     1.199e-08     4.378e-07    
HighR9EBPhi_13TeVsmear        0     0     0    
HighR9EBRho_13TeVsmear        0.006929     0.3828     4.378e-07    
HighR9EEPhi_13TeVsmear        0.008146     1.199e-08     4.378e-07    
HighR9EERho_13TeVsmear        0.008146     1.199e-08     4.378e-07    
LowR9EBPhi_13TeVsmear         0.0236     0.192     8.756e-07    
LowR9EBRho_13TeVsmear         0.008146     1.199e-08     4.378e-07    
LowR9EEPhi_13TeVsmear         0.008146     1.199e-08     4.378e-07    
LowR9EERho_13TeVsmear         0.008146     1.199e-08     4.378e-07    
MaterialCentral_scale         0.02288     0.4331     4.378e-07    
MaterialForward_scale         0.01543     0.03856     3.284e-07    
FNUFEE_scale                  0.008146     1.199e-08     4.378e-07    
FNUFEB_scale                  0.009372     0.7856     4.378e-07    
ShowerShapeHighR9EE_scale     0.008146     1.199e-08     4.378e-07    
ShowerShapeHighR9EB_scale     0.006588     0.8159     4.378e-07    
ShowerShapeLowR9EE_scale      0.008146     1.199e-08     4.378e-07    
ShowerShapeLowR9EB_scale      0.01628     0.4331     4.378e-07    

diphotonCat=4
proc=tth
HighR9EB_13TeVscale           0.0007805     0.05374     0.01386    
HighR9EE_13TeVscale           8.735e-05     0.01465     1.033e-07    
LowR9EB_13TeVscale            0.0004356     0.04017     0.02045    
LowR9EE_13TeVscale            5.221e-05     5.799e-08     9.333e-08    
HighR9EBPhi_13TeVsmear        0.0001435     0.2264     0.02666    
HighR9EBRho_13TeVsmear        2.556e-05     0.02975     1.033e-07    
HighR9EEPhi_13TeVsmear        8.785e-05     0.02931     1.008e-07    
HighR9EERho_13TeVsmear        8.854e-05     6.333e-08     1e-07    
LowR9EBPhi_13TeVsmear         0.0009119     0.08379     0.02762    
LowR9EBRho_13TeVsmear         6.261e-05     0.01408     1e-07    
LowR9EEPhi_13TeVsmear         0.0001325     0.01051     0.01311    
LowR9EERho_13TeVsmear         8.854e-05     6.333e-08     1e-07    
MaterialCentral_scale         0.0004374     0.03317     1.121e-07    
MaterialForward_scale         0.0001079     0.01465     9.667e-08    
FNUFEE_scale                  3.514e-05     0.01465     1.033e-07    
FNUFEB_scale                  0.0004585     0.02996     0.01386    
ShowerShapeHighR9EE_scale     8.735e-05     0.01465     1.033e-07    
ShowerShapeHighR9EB_scale     0.0001536     0.04152     1.129e-07    
ShowerShapeLowR9EE_scale      5.221e-05     5.799e-08     9.333e-08    
ShowerShapeLowR9EB_scale      0.0001249     0.01408     9.333e-08    


diphotonCat=5
proc=ggh
HighR9EB_13TeVscale           0.00107     0.0296     0.00563    
HighR9EE_13TeVscale           0.0001569     0.006752     0.001973    
LowR9EB_13TeVscale            0.0005223     0.007181     0.008605    
LowR9EE_13TeVscale            2.152e-05     0.003706     9.886e-05    
HighR9EBPhi_13TeVsmear        0.0003298     0.06785     0.01342    
HighR9EBRho_13TeVsmear        1.749e-05     0.006297     0.003284    
HighR9EEPhi_13TeVsmear        2.942e-05     0.004617     0.002482    
HighR9EERho_13TeVsmear        3.527e-06     0.003286     0.001065    
LowR9EBPhi_13TeVsmear         3.838e-05     0.02061     0.005722    
LowR9EBRho_13TeVsmear         4.557e-05     0.001127     0.002095    
LowR9EEPhi_13TeVsmear         8.198e-06     0.001094     6.288e-05    
LowR9EERho_13TeVsmear         9.93e-06     1.069e-07     1.591e-07    
MaterialCentral_scale         0.0006134     0.005243     0.004031    
MaterialForward_scale         0.0002416     0.004555     0.0008691    
FNUFEE_scale                  9.222e-05     0.005228     0.000828    
FNUFEB_scale                  0.000432     0.009414     0.006881    
ShowerShapeHighR9EE_scale     6.543e-05     0.005126     0.001881    
ShowerShapeHighR9EB_scale     0.0002246     0.001485     0.004031    
ShowerShapeLowR9EE_scale      9.125e-06     0.001291     1.495e-07    
ShowerShapeLowR9EB_scale      8.854e-05     0.003714     0.0052    

diphotonCat=5
proc=vbf
HighR9EB_13TeVscale           0.0007701     0.006339     0.002148    
HighR9EE_13TeVscale           9.707e-05     0.002218     0.00123    
LowR9EB_13TeVscale            0.0007143     0.006204     0.001889    
LowR9EE_13TeVscale            3.524e-05     0.000593     0.00066    
HighR9EBPhi_13TeVsmear        8.943e-06     0.04407     0.0007027    
HighR9EBRho_13TeVsmear        1.343e-05     0.00435     0.0003685    
HighR9EEPhi_13TeVsmear        3.61e-05     0.01641     0.001004    
HighR9EERho_13TeVsmear        9.467e-07     0.0006697     0.000587    
LowR9EBPhi_13TeVsmear         7.955e-06     0.02534     4.513e-05    
LowR9EBRho_13TeVsmear         1.083e-05     0.001297     0.000615    
LowR9EEPhi_13TeVsmear         5.27e-06     0.003813     0.0005787    
LowR9EERho_13TeVsmear         1.228e-05     0.0002369     6.001e-05    
MaterialCentral_scale         0.0003928     0.005986     0.0001268    
MaterialForward_scale         0.0001766     0.001704     0.0005902    
FNUFEE_scale                  3.945e-05     0.001908     0.0005199    
FNUFEB_scale                  0.0002715     0.0009175     0.001628    
ShowerShapeHighR9EE_scale     6.38e-05     0.0006022     0.0005721    
ShowerShapeHighR9EB_scale     0.0001445     0.002244     0.001102    
ShowerShapeLowR9EE_scale      2.416e-05     0.0008816     0.0005397    
ShowerShapeLowR9EB_scale      3.696e-05     0.0007224     0.0004952    

diphotonCat=5
proc=wh
HighR9EB_13TeVscale           0.001365     0.05782     0.01273    
HighR9EE_13TeVscale           0.0005636     1.048e-08     4.445e-08    
LowR9EB_13TeVscale            0.0004766     0.0746     0.02538    
LowR9EE_13TeVscale            0.0004035     1.187e-08     4.588e-08    
HighR9EBPhi_13TeVsmear        0.0009887     0.0243     0.02901    
HighR9EBRho_13TeVsmear        0.0003987     7.961e-05     3.441e-08    
HighR9EEPhi_13TeVsmear        0.001104     0.0001386     5.162e-08    
HighR9EERho_13TeVsmear        0.0005636     1.048e-08     4.445e-08    
LowR9EBPhi_13TeVsmear         0.0002378     0.08524     0.003637    
LowR9EBRho_13TeVsmear         0.0004538     1.187e-08     4.588e-08    
LowR9EEPhi_13TeVsmear         0.0003531     1.187e-08     4.588e-08    
LowR9EERho_13TeVsmear         0.0004035     1.187e-08     4.588e-08    
MaterialCentral_scale         0.0006637     0.02778     1.147e-08    
MaterialForward_scale         0.0005612     9.098e-09     4.301e-08    
FNUFEE_scale                  0.0005133     1.048e-08     4.445e-08    
FNUFEB_scale                  0.0008347     0.05536     0.0001061    
ShowerShapeHighR9EE_scale     0.0005636     1.048e-08     4.445e-08    
ShowerShapeHighR9EB_scale     0.0002887     0.0006806     4.015e-08    
ShowerShapeLowR9EE_scale      0.0004035     1.187e-08     4.588e-08    
ShowerShapeLowR9EB_scale      0.000336     0.0267     4.588e-08    

diphotonCat=5
proc=zh
HighR9EB_13TeVscale           0.001374     0.1338     3.318e-08    
HighR9EE_13TeVscale           0.0001884     3.654e-08     5.309e-08    
LowR9EB_13TeVscale            0.0001716     0.06522     4.645e-08    
LowR9EE_13TeVscale            7.869e-05     3.654e-08     5.309e-08    
HighR9EBPhi_13TeVsmear        0.0007548     0.2096     0.06277    
HighR9EBRho_13TeVsmear        7.869e-05     3.654e-08     5.309e-08    
HighR9EEPhi_13TeVsmear        0.0009734     0.1654     0.06277    
HighR9EERho_13TeVsmear        6.759e-05     3.654e-08     5.309e-08    
LowR9EBPhi_13TeVsmear         0.0005671     0.1304     5.972e-08    
LowR9EBRho_13TeVsmear         7.869e-05     3.654e-08     5.309e-08    
LowR9EEPhi_13TeVsmear         7.869e-05     3.654e-08     5.309e-08    
LowR9EERho_13TeVsmear         7.869e-05     3.654e-08     5.309e-08    
MaterialCentral_scale         0.0007538     0.1534     3.982e-08    
MaterialForward_scale         0.000408     0.0435     0.03138    
FNUFEE_scale                  0.0001884     3.654e-08     5.309e-08    
FNUFEB_scale                  0.0006768     0.08544     4.645e-08    
ShowerShapeHighR9EE_scale     0.0001884     3.654e-08     5.309e-08    
ShowerShapeHighR9EB_scale     0.0002139     0.06606     4.313e-08    
ShowerShapeLowR9EE_scale      7.869e-05     3.654e-08     5.309e-08    
ShowerShapeLowR9EB_scale      7.869e-05     3.654e-08     5.309e-08    

diphotonCat=5
proc=tth
HighR9EB_13TeVscale           0.0004162     0.01299     0.005045    
HighR9EE_13TeVscale           0.0002411     0.009287     1.171e-08    
LowR9EB_13TeVscale            0.001869     0.01354     0.003655    
LowR9EE_13TeVscale            0.0002424     1.767e-08     1.371e-08    
HighR9EBPhi_13TeVsmear        0.0002799     0.02473     0.009801    
HighR9EBRho_13TeVsmear        0.0002409     0.005491     1.257e-08    
HighR9EEPhi_13TeVsmear        0.000139     0.03084     7.425e-09    
HighR9EERho_13TeVsmear        0.0002586     0.004504     3.427e-08    
LowR9EBPhi_13TeVsmear         0.0006206     0.02478     0.01192    
LowR9EBRho_13TeVsmear         0.000223     1.8e-08     2.542e-08    
LowR9EEPhi_13TeVsmear         0.0003845     0.01476     0.008983    
LowR9EERho_13TeVsmear         0.0002406     1.822e-08     2.513e-08    
MaterialCentral_scale         0.0006242     0.103     4.284e-09    
MaterialForward_scale         0.0001935     0.009287     9.996e-09    
FNUFEE_scale                  0.0002065     0.009287     2.999e-08    
FNUFEB_scale                  0.0003968     0.08283     0.0004269    
ShowerShapeHighR9EE_scale     0.0002592     0.004504     1.628e-08    
ShowerShapeHighR9EB_scale     0.0001546     0.003006     1.599e-08    
ShowerShapeLowR9EE_scale      0.0002424     1.589e-08     1.599e-08    
ShowerShapeLowR9EB_scale      0.0001881     0.005594     2.542e-08    


diphotonCat=6
proc=ggh
HighR9EB_13TeVscale           0.0009005     0.02533     0.004245    
HighR9EE_13TeVscale           4.209e-05     0.004521     0.002423    
LowR9EB_13TeVscale            0.0007235     0.02076     0.002837    
LowR9EE_13TeVscale            1.407e-05     0.001019     0.0007557    
HighR9EBPhi_13TeVsmear        2.447e-05     0.08273     0.002707    
HighR9EBRho_13TeVsmear        5.529e-05     0.008501     0.001021    
HighR9EEPhi_13TeVsmear        6.186e-05     0.001272     0.002744    
HighR9EERho_13TeVsmear        2.112e-05     0.002197     4.25e-05    
LowR9EBPhi_13TeVsmear         0.0001382     0.02998     0.0005361    
LowR9EBRho_13TeVsmear         4.644e-05     0.001225     0.0003213    
LowR9EEPhi_13TeVsmear         2.113e-05     0.006305     0.004008    
LowR9EERho_13TeVsmear         1.271e-05     0.001014     1.215e-07    
MaterialCentral_scale         0.0003461     0.008445     0.0019    
MaterialForward_scale         1.721e-05     0.01306     0.002256    
FNUFEE_scale                  4.099e-05     0.002267     0.002451    
FNUFEB_scale                  0.000237     0.007653     0.001859    
ShowerShapeHighR9EE_scale     3.496e-05     0.001801     0.002064    
ShowerShapeHighR9EB_scale     0.0001665     0.009746     0.002174    
ShowerShapeLowR9EE_scale      1.511e-05     0.00127     0.0003377    
ShowerShapeLowR9EB_scale      2.951e-05     0.003544     0.000794    

diphotonCat=6
proc=vbf
HighR9EB_13TeVscale           0.0007493     0.003717     0.001489    
HighR9EE_13TeVscale           7.676e-05     0.003297     0.0003952    
LowR9EB_13TeVscale            0.0007493     0.01161     0.001261    
LowR9EE_13TeVscale            2.764e-05     0.001021     0.0005994    
HighR9EBPhi_13TeVsmear        7.09e-05     0.0416     0.0004085    
HighR9EBRho_13TeVsmear        1.063e-05     0.003786     0.0004451    
HighR9EEPhi_13TeVsmear        4.302e-05     0.01433     0.0002718    
HighR9EERho_13TeVsmear        2.999e-05     0.0003121     8.125e-05    
LowR9EBPhi_13TeVsmear         7.737e-06     0.01903     0.001242    
LowR9EBRho_13TeVsmear         2.543e-05     0.001485     0.0005151    
LowR9EEPhi_13TeVsmear         1.042e-05     0.004476     0.0004318    
LowR9EERho_13TeVsmear         1.613e-05     0.00071     8.655e-05    
MaterialCentral_scale         0.0004018     0.001076     0.0004068    
MaterialForward_scale         0.0002053     0.00447     0.0003365    
FNUFEE_scale                  4.259e-05     0.002631     0.0005072    
FNUFEB_scale                  0.0002385     0.002156     0.001459    
ShowerShapeHighR9EE_scale     5.588e-05     0.003137     0.0002959    
ShowerShapeHighR9EB_scale     0.0001394     0.001288     0.0003752    
ShowerShapeLowR9EE_scale      1.717e-05     0.001258     0.0004622    
ShowerShapeLowR9EB_scale      6.002e-05     0.001666     0.000285    

diphotonCat=6
proc=wh
HighR9EB_13TeVscale           0.001058     0.06413     0.008902    
HighR9EE_13TeVscale           0.0001052     0.01296     0.003023    
LowR9EB_13TeVscale            0.0008265     0.03794     0.005443    
LowR9EE_13TeVscale            0.0001534     8.006e-08     4.233e-08    
HighR9EBPhi_13TeVsmear        0.0005604     0.1149     0.006713    
HighR9EBRho_13TeVsmear        7.164e-05     0.01421     0.0001294    
HighR9EEPhi_13TeVsmear        0.0002947     0.01253     0.006047    
HighR9EERho_13TeVsmear        0.0001366     8.826e-08     5.23e-08    
LowR9EBPhi_13TeVsmear         0.0001311     0.04867     0.01161    
LowR9EBRho_13TeVsmear         0.0001528     8.062e-08     4.202e-08    
LowR9EEPhi_13TeVsmear         0.0001099     0.01578     0.005716    
LowR9EERho_13TeVsmear         0.0001443     8.006e-08     4.233e-08    
MaterialCentral_scale         0.0004127     0.04472     0.0001463    
MaterialForward_scale         7.834e-05     0.009943     0.005792    
FNUFEE_scale                  0.0001415     0.01296     0.003023    
FNUFEB_scale                  0.0003469     0.05526     0.005829    
ShowerShapeHighR9EE_scale     0.0001353     0.01296     0.003023    
ShowerShapeHighR9EB_scale     7.938e-05     0.02913     0.00317    
ShowerShapeLowR9EE_scale      0.0001534     8.006e-08     4.233e-08    
ShowerShapeLowR9EB_scale      0.0001287     0.002608     0.00317    

diphotonCat=6
proc=zh
HighR9EB_13TeVscale           0.001394     0.06835     0.006891    
HighR9EE_13TeVscale           0.0002366     0.009536     4.652e-08    
LowR9EB_13TeVscale            0.0008401     0.02908     0.01097    
LowR9EE_13TeVscale            0.0003302     4.523e-08     4.798e-08    
HighR9EBPhi_13TeVsmear        0.0001634     0.07727     0.01427    
HighR9EBRho_13TeVsmear        0.0004291     0.01754     2.617e-08    
HighR9EEPhi_13TeVsmear        0.0004022     0.0253     0.01375    
HighR9EERho_13TeVsmear        0.0003299     4.674e-08     4.943e-08    
LowR9EBPhi_13TeVsmear         0.0005769     0.02408     0.03479    
LowR9EBRho_13TeVsmear         0.0003764     0.007525     4.943e-08    
LowR9EEPhi_13TeVsmear         0.0003836     4.372e-08     4.652e-08    
LowR9EERho_13TeVsmear         0.0003299     4.674e-08     4.943e-08    
MaterialCentral_scale         0.0007551     0.01811     5.815e-08    
MaterialForward_scale         0.0001729     0.01215     0.006876    
FNUFEE_scale                  0.0002398     0.009536     3.925e-08    
FNUFEB_scale                  0.0004731     0.05007     0.006426    
ShowerShapeHighR9EE_scale     0.0002791     0.009536     4.071e-08    
ShowerShapeHighR9EB_scale     0.0003146     0.01348     4.798e-08    
ShowerShapeLowR9EE_scale      0.0003302     4.523e-08     4.798e-08    
ShowerShapeLowR9EB_scale      0.0002978     0.008286     3.344e-08    

diphotonCat=6
proc=tth
HighR9EB_13TeVscale           0.0007572     0.01333     0.001354    
HighR9EE_13TeVscale           0.0002193     0.003904     0.001414    
LowR9EB_13TeVscale            0.0006804     0.02719     0.003182    
LowR9EE_13TeVscale            0.0002033     5.759e-08     1.745e-07    
HighR9EBPhi_13TeVsmear        0.0001572     0.153     0.02644    
HighR9EBRho_13TeVsmear        0.0002126     0.003621     0.002776    
HighR9EEPhi_13TeVsmear        0.0001221     0.01006     0.005948    
HighR9EERho_13TeVsmear        0.0002189     0.002868     0.001414    
LowR9EBPhi_13TeVsmear         0.0005352     0.08025     0.002465    
LowR9EBRho_13TeVsmear         0.0001911     0.001071     1.809e-07    
LowR9EEPhi_13TeVsmear         0.0001626     5.759e-08     1.745e-07    
LowR9EERho_13TeVsmear         0.0001982     5.759e-08     1.745e-07    
MaterialCentral_scale         0.0003983     0.01966     0.004214    
MaterialForward_scale         0.0001722     0.005036     0.001414    
FNUFEE_scale                  0.0002285     0.001002     0.001414    
FNUFEB_scale                  0.0004029     0.01134     0.002704    
ShowerShapeHighR9EE_scale     0.0002227     0.001002     0.001414    
ShowerShapeHighR9EB_scale     0.0002044     0.006562     0.002785    
ShowerShapeLowR9EE_scale      0.0002033     5.759e-08     1.745e-07    
ShowerShapeLowR9EB_scale      0.0002403     0.003867     0.002785    


diphotonCat=7
proc=ggh
HighR9EB_13TeVscale           0.0005308     0.03353     3.506e-09    
HighR9EE_13TeVscale           0.0001167     0.03702     1.227e-08    
LowR9EB_13TeVscale            0.0002812     0.1097     2.29e-08    
LowR9EE_13TeVscale            2.424e-05     0.00501     1.402e-08    
HighR9EBPhi_13TeVsmear        0.001104     0.1749     4.207e-08    
HighR9EBRho_13TeVsmear        7.709e-05     0.03377     1.753e-08    
HighR9EEPhi_13TeVsmear        0.0005576     0.0677     0.01226    
HighR9EERho_13TeVsmear        5.786e-05     0.01882     1.753e-08    
LowR9EBPhi_13TeVsmear         0.0002837     0.1482     1.315e-08    
LowR9EBRho_13TeVsmear         4.438e-05     5.917e-08     2.104e-08    
LowR9EEPhi_13TeVsmear         0.0003542     0.01002     1.227e-08    
LowR9EERho_13TeVsmear         3.105e-05     2.706e-08     1.402e-08    
MaterialCentral_scale         0.0003634     0.02996     5.259e-09    
MaterialForward_scale         0.0002041     0.05938     1.238e-08    
FNUFEE_scale                  4.221e-05     0.02226     0.006132    
FNUFEB_scale                  0.0002646     0.01994     5.259e-09    
ShowerShapeHighR9EE_scale     0.0001056     0.01851     1.052e-08    
ShowerShapeHighR9EB_scale     0.0001406     0.02127     7.012e-09    
ShowerShapeLowR9EE_scale      2.424e-05     0.00501     1.402e-08    
ShowerShapeLowR9EB_scale      3.091e-05     0.02717     1.578e-08    

diphotonCat=7
proc=vbf
HighR9EB_13TeVscale           0.00134     0.09882     5.377e-09    
HighR9EE_13TeVscale           0.0002258     1.797e-08     4.685e-08    
LowR9EB_13TeVscale            0.001284     0.09301     1.383e-08    
LowR9EE_13TeVscale            0.0001912     2.134e-08     3.687e-08    
HighR9EBPhi_13TeVsmear        0.001085     0.09548     5.53e-08    
HighR9EBRho_13TeVsmear        0.000125     0.01916     3.994e-08    
HighR9EEPhi_13TeVsmear        0.0001851     0.0238     1.383e-08    
HighR9EERho_13TeVsmear        0.000296     2.208e-08     3.764e-08    
LowR9EBPhi_13TeVsmear         0.0001081     0.03269     2.304e-08    
LowR9EBRho_13TeVsmear         0.0002879     2.208e-08     3.764e-08    
LowR9EEPhi_13TeVsmear         0.0003129     0.1175     3.84e-08    
LowR9EERho_13TeVsmear         0.0001912     2.134e-08     3.687e-08    
MaterialCentral_scale         0.0006219     0.04313     2.151e-08    
MaterialForward_scale         0.0004062     1.308e-08     5.3e-08    
FNUFEE_scale                  0.0002761     1.797e-08     4.685e-08    
FNUFEB_scale                  0.0002517     0.08693     3.994e-08    
ShowerShapeHighR9EE_scale     0.0002604     1.797e-08     4.685e-08    
ShowerShapeHighR9EB_scale     0.0001416     0.03003     3.687e-08    
ShowerShapeLowR9EE_scale      0.0001912     2.134e-08     3.687e-08    
ShowerShapeLowR9EB_scale      0.000284     1.934e-08     4.378e-08    

diphotonCat=7
proc=wh
HighR9EB_13TeVscale           0.0006218     0.1561     2.717e-08    
HighR9EE_13TeVscale           0.0001009     0.03801     1.783e-08    
LowR9EB_13TeVscale            0.001504     0.1902     6.792e-09    
LowR9EE_13TeVscale            5.041e-05     1.626e-08     3.056e-08    
HighR9EBPhi_13TeVsmear        0.0003764     0.3818     1.613e-08    
HighR9EBRho_13TeVsmear        0.0001844     0.01247     1.698e-08    
HighR9EEPhi_13TeVsmear        0.0006183     0.09752     2.377e-08    
HighR9EERho_13TeVsmear        0.0001099     0.01247     1.528e-08    
LowR9EBPhi_13TeVsmear         0.0006893     0.1265     0    
LowR9EBRho_13TeVsmear         0.0001049     1.626e-08     3.056e-08    
