# this file has been autogenerated by calcPhotonSystConsts.cpp

photonCatScales=HighR9EB_13TeVscale,HighR9EE_13TeVscale,LowR9EB_13TeVscale,LowR9EE_13TeVscale,Gain1EB_13TeVscale,Gain6EB_13TeVscale
photonCatScalesCorr=MaterialCentralBarrel_scale,MaterialOuterBarrel_scale,MaterialForward_scale,FNUFEE_scale,FNUFEB_scale,ShowerShapeHighR9EE_scale,ShowerShapeHighR9EB_scale,ShowerShapeLowR9EE_scale,ShowerShapeLowR9EB_scale
photonCatSmears=HighR9EBPhi_13TeVsmear,HighR9EBRho_13TeVsmear,HighR9EEPhi_13TeVsmear,HighR9EERho_13TeVsmear,LowR9EBPhi_13TeVsmear,LowR9EBRho_13TeVsmear,LowR9EEPhi_13TeVsmear,LowR9EERho_13TeVsmear
globalScales=NonLinearity_13TeVscale:UntaggedTag_0:2,Geant4_13TeVscale

# photonCat                   mean_change    sigma_change    rate_change
diphotonCat=0
proc=GG2H
FNUFEE_scale                  7.903e-05     0.001417     0.0002184    
FNUFEB_scale                  0.000104     0.001549     0.0004281    
ShowerShapeHighR9EE_scale     3.81e-05     0.0005298     0.0001949    
ShowerShapeHighR9EB_scale     0.0003203     0.004029     0.000137    
ShowerShapeLowR9EE_scale      5.964e-05     0.0006243     0.0001389    
ShowerShapeLowR9EB_scale      5.484e-06     0.0004366     0.0001552    

diphotonCat=2
proc=testTHW
HighR9EB_13TeVscale           0.0004461     0.001604     0.0004838    
HighR9EE_13TeVscale           0.0002014     0.0009879     0.0001994    
LowR9EB_13TeVscale            0.0008738     0.005921     0.000159    
LowR9EE_13TeVscale            5.403e-05     0.0006162     6.794e-05    
Gain1EB_13TeVscale            2.876e-05     9.617e-05     0.0001874    
Gain6EB_13TeVscale            2.459e-05     0.0006826     3.995e-05    
HighR9EBPhi_13TeVsmear        3.745e-05     0.01662     0.0006962    
HighR9EBRho_13TeVsmear        1.975e-05     0.006989     0.0002214    
HighR9EEPhi_13TeVsmear        3.626e-05     0.01802     0.0005985    
HighR9EERho_13TeVsmear        4.39e-06     0.00393     0.0003596    
LowR9EBPhi_13TeVsmear         0.0001091     0.01628     0.0006001    
LowR9EBRho_13TeVsmear         1.7e-05     0.008044     0.0002137    
LowR9EEPhi_13TeVsmear         3.228e-06     0.00759     0.0001419    
LowR9EERho_13TeVsmear         8.061e-06     0.001766     0.0001349    
MaterialCentralBarrel_scale   0.0001479     0.0008314     0.0003027    
MaterialOuterBarrel_scale     0.0004441     0.00241     0.0005599    
MaterialForward_scale         0.0004531     0.002227     0.0002411    
FNUFEE_scale                  7.751e-05     0.000595     0.0001709    
FNUFEB_scale                  6.432e-05     0.0006762     0.0005208    
ShowerShapeHighR9EE_scale     4.203e-05     0.0002824     0.0001292    
ShowerShapeHighR9EB_scale     0.0002763     0.0003329     0.0005608    
ShowerShapeLowR9EE_scale      7.937e-05     0.0002869     0.0001268    
ShowerShapeLowR9EB_scale      6.89e-06     0.0002936     0.0001225    


diphotonCat=3
proc=GG2H
HighR9EB_13TeVscale           0.0003428     0.003089     0.0002146    
HighR9EE_13TeVscale           0.0002998     0.0007972     4.381e-05    
LowR9EB_13TeVscale            0.000862     0.003462     0.000602    
LowR9EE_13TeVscale            0.0001004     0.0003142     5.014e-05    
Gain1EB_13TeVscale            1.485e-06     7.301e-06     8.992e-06    
Gain6EB_13TeVscale            1.067e-06     3.447e-05     7.832e-07    
HighR9EBPhi_13TeVsmear        2.852e-06     0.003206     7.819e-05    
HighR9EBRho_13TeVsmear        2.999e-06     0.002792     0.0001569    
HighR9EEPhi_13TeVsmear        6.75e-06     0.01025     0.0007845    
HighR9EERho_13TeVsmear        3.238e-06     0.00441     0.0002548    
LowR9EBPhi_13TeVsmear         2.202e-05     0.004519     2.796e-05    
LowR9EBRho_13TeVsmear         8.46e-06     0.003     0.0001551    
LowR9EEPhi_13TeVsmear         1.664e-06     0.003225     0.0001908    
LowR9EERho_13TeVsmear         3.685e-06     0.002244     9.955e-05    
MaterialCentralBarrel_scale   0.000138     0.001377     0.0002818    
MaterialOuterBarrel_scale     0.0004492     0.003489     0.0004182    
MaterialForward_scale         0.0007172     0.0009297     7.152e-05    
FNUFEE_scale                  0.0001009     0.0004681     0.0001181    
FNUFEB_scale                  2.298e-05     0.0003999     0.0002181    
ShowerShapeHighR9EE_scale     6.744e-05     0.0002425     7.052e-05    
ShowerShapeHighR9EB_scale     0.0002365     0.002036     8.669e-05    
ShowerShapeLowR9EE_scale      0.0001183     0.0003833     2.151e-05    
ShowerShapeLowR9EB_scale      1.244e-05     0.0002478     0.0001904    

diphotonCat=3
proc=VBF
HighR9EB_13TeVscale           0.0002979     0.001265     0.0006238    
HighR9EE_13TeVscale           0.0003277     0.0009199     0.0007074    
LowR9EB_13TeVscale            0.0007891     0.003092     0.0003589    
LowR9EE_13TeVscale            0.000118     0.0008047     0.0002312    
Gain1EB_13TeVscale            7.086e-06     5.223e-06     6.294e-07    
Gain6EB_13TeVscale            7.049e-06     0.0001483     5.128e-05    
HighR9EBPhi_13TeVsmear        2.061e-05     0.003369     0.0003642    
HighR9EBRho_13TeVsmear        2.464e-05     0.002273     0.0003361    
HighR9EEPhi_13TeVsmear        5.27e-05     0.01026     0.001095    
HighR9EERho_13TeVsmear        1.694e-05     0.006086     0.0002579    
LowR9EBPhi_13TeVsmear         7.519e-06     0.004965     0.0007984    
LowR9EBRho_13TeVsmear         5.653e-06     0.003754     0.0002876    
LowR9EEPhi_13TeVsmear         1.746e-06     0.002891     0.0001145    
LowR9EERho_13TeVsmear         7.521e-06     0.002692     4.076e-05    
MaterialCentralBarrel_scale   0.0001084     0.0004412     8.741e-05    
MaterialOuterBarrel_scale     0.0004221     0.001535     0.0003685    
MaterialForward_scale         0.0007698     0.003387     0.000394    
FNUFEE_scale                  0.0001066     0.0008584     0.0007191    
FNUFEB_scale                  1.356e-05     0.0009217     0.0003752    
ShowerShapeHighR9EE_scale     7.586e-05     3.889e-05     0.0004112    
ShowerShapeHighR9EB_scale     0.0001947     0.001629     0.0004378    
ShowerShapeLowR9EE_scale      0.0001384     0.00103     0.0004131    
ShowerShapeLowR9EB_scale      1.67e-05     0.0001307     1.357e-05    

diphotonCat=3
proc=TTH
HighR9EB_13TeVscale           0.0004872     0.005588     0.0003732    
HighR9EE_13TeVscale           0.0001784     0.002229     0.0008699    
LowR9EB_13TeVscale            0.0009479     0.003417     0.001165    
LowR9EE_13TeVscale            7.733e-05     0.0007782     0.0003009    
Gain1EB_13TeVscale            1.054e-05     0.0001831     6.005e-05    
Gain6EB_13TeVscale            1.597e-05     0.001186     1.407e-05    
HighR9EBPhi_13TeVsmear        5.414e-05     0.004812     0.001891    
HighR9EBRho_13TeVsmear        0.0001016     0.008145     0.0004003    
HighR9EEPhi_13TeVsmear        0.0001489     0.0275     0.0002207    
HighR9EERho_13TeVsmear        1.61e-05     0.01023     0.0005933    
LowR9EBPhi_13TeVsmear         2.366e-05     0.01697     0.0004162    
LowR9EBRho_13TeVsmear         1.841e-05     0.00744     0.001027    
LowR9EEPhi_13TeVsmear         5.057e-05     0.001231     6.206e-05    
LowR9EERho_13TeVsmear         2.095e-06     0.004353     0.0002727    
MaterialCentralBarrel_scale   0.000149     0.002119     0.0004465    
MaterialOuterBarrel_scale     0.0004796     0.001851     0.001034    
MaterialForward_scale         0.0004621     0.002087     0.001271    
FNUFEE_scale                  7.659e-05     0.001305     0.0004243    
FNUFEB_scale                  0.0001002     0.006847     0.0005492    
ShowerShapeHighR9EE_scale     3.523e-05     0.001102     0.0001724    
ShowerShapeHighR9EB_scale     0.0003017     0.003784     0.0008694    
ShowerShapeLowR9EE_scale      8.5e-05     0.003218     0.0006123    
ShowerShapeLowR9EB_scale      8.378e-06     0.0009015     0.0003894    

diphotonCat=3
proc=QQ2HLL
HighR9EB_13TeVscale           0.0002781     0.005557     0.0009445    
HighR9EE_13TeVscale           0.0003464     0.002492     0.001438    
LowR9EB_13TeVscale            0.0006172     0.008183     0.002999    
LowR9EE_13TeVscale            0.0001557     0.001628     0.00203    
Gain1EB_13TeVscale            4.671e-06     7.379e-08     2.475e-08    
Gain6EB_13TeVscale            2.698e-05     0.0003738     0.0007284    
HighR9EBPhi_13TeVsmear        2.738e-05     0.004246     0.0008179    
HighR9EBRho_13TeVsmear        3.291e-05     0.002502     0.001313    
HighR9EEPhi_13TeVsmear        0.0002482     0.02229     0.002002    
HighR9EERho_13TeVsmear        4.748e-05     0.007741     0.001098    
LowR9EBPhi_13TeVsmear         9.778e-06     0.005432     0.00107    
LowR9EBRho_13TeVsmear         3.601e-05     0.00378     0.0004438    
LowR9EEPhi_13TeVsmear         7.3e-07     0.01439     0.00119    
LowR9EERho_13TeVsmear         2.837e-05     0.002459     0.00166    
MaterialCentralBarrel_scale   8.703e-05     0.005258     0.0006308    
MaterialOuterBarrel_scale     0.0003068     0.007053     0.001006    
MaterialForward_scale         0.0009101     0.005113     0.0008309    
FNUFEE_scale                  0.000115     0.0004484     0.0005111    
FNUFEB_scale                  1.829e-05     0.002638     0.0008074    
ShowerShapeHighR9EE_scale     9.474e-05     0.001483     2.605e-08    
ShowerShapeHighR9EB_scale     0.0002364     0.003335     0.001095    
ShowerShapeLowR9EE_scale      0.0001578     0.002809     0.001284    
ShowerShapeLowR9EB_scale      1.613e-05     0.001471     1.344e-08    

diphotonCat=3
proc=QQ2HLNU
HighR9EB_13TeVscale           0.0002739     0.005755     0.000755    
HighR9EE_13TeVscale           0.0003367     0.003547     0.0006426    
LowR9EB_13TeVscale            0.0007628     0.009548     0.001337    
LowR9EE_13TeVscale            0.0001394     0.002323     0.0003904    
Gain1EB_13TeVscale            2.352e-05     5.11e-08     4.056e-08    
Gain6EB_13TeVscale            2.017e-05     0.0005996     2.805e-08    
HighR9EBPhi_13TeVsmear        1.641e-05     0.006034     0.001031    
HighR9EBRho_13TeVsmear        2.569e-05     0.01347     0.001254    
HighR9EEPhi_13TeVsmear        0.0001059     0.03412     0.0005989    
HighR9EERho_13TeVsmear        2.547e-05     0.007889     0.0004341    
LowR9EBPhi_13TeVsmear         0.0001306     0.005341     0.001436    
LowR9EBRho_13TeVsmear         3.272e-05     0.005222     0.0009959    
LowR9EEPhi_13TeVsmear         6.826e-05     0.01679     0.0006478    
LowR9EERho_13TeVsmear         5.042e-05     0.004189     0.0003318    
MaterialCentralBarrel_scale   9.255e-05     0.002074     0.0001987    
MaterialOuterBarrel_scale     0.000402     0.00499     0.0008626    
MaterialForward_scale         0.0008917     0.001717     0.0004241    
FNUFEE_scale                  0.0001115     0.00333     0.000595    
FNUFEB_scale                  1.849e-05     0.003463     0.0001388    
ShowerShapeHighR9EE_scale     7.069e-05     0.001839     0.0002084    
ShowerShapeHighR9EB_scale     0.0001599     0.003901     0.0009536    
ShowerShapeLowR9EE_scale      0.0001803     0.003936     0.000682    
ShowerShapeLowR9EB_scale      5.288e-06     0.001731     0.0001864    

diphotonCat=3
proc=WH2HQQ
HighR9EB_13TeVscale           0.0003154     0.001561     0.0007052    
HighR9EE_13TeVscale           0.0003449     0.002649     0.0007215    
LowR9EB_13TeVscale            0.0007357     0.006568     0.001225    
LowR9EE_13TeVscale            0.0001248     0.0007641     0.0004911    
Gain1EB_13TeVscale            3.261e-05     0.0001684     8.448e-05    
Gain6EB_13TeVscale            3.557e-05     9.189e-05     2.257e-07    
HighR9EBPhi_13TeVsmear        6.239e-05     0.004961     0.001429    
HighR9EBRho_13TeVsmear        2.705e-05     0.002247     0.0003819    
HighR9EEPhi_13TeVsmear        7.252e-07     0.02516     0.0009041    
HighR9EERho_13TeVsmear        1.03e-05     0.01032     0.0003683    
LowR9EBPhi_13TeVsmear         3.534e-05     0.008704     0.0001645    
LowR9EBRho_13TeVsmear         3.817e-05     0.002559     0.0009868    
LowR9EEPhi_13TeVsmear         5.019e-05     0.008781     0.001196    
LowR9EERho_13TeVsmear         4.146e-05     0.005607     0.0002757    
MaterialCentralBarrel_scale   0.0001114     0.001108     0.0002239    
MaterialOuterBarrel_scale     0.0003859     0.0003311     7.201e-05    
MaterialForward_scale         0.0008441     0.002933     0.001413    
FNUFEE_scale                  0.0001109     0.001927     0.0006094    
FNUFEB_scale                  2.809e-05     0.0006524     0.0008147    
ShowerShapeHighR9EE_scale     7.186e-05     0.0004808     0.0001762    
ShowerShapeHighR9EB_scale     0.0002154     0.002134     0.0005559    
ShowerShapeLowR9EE_scale      0.0001427     0.000862     0.0003971    
ShowerShapeLowR9EB_scale      3.751e-05     0.0005238     0.0001476    

diphotonCat=3
proc=ZH2HQQ
HighR9EB_13TeVscale           0.0003044     0.0004211     0.0006144    
HighR9EE_13TeVscale           0.0002856     0.00222     0.001158    
LowR9EB_13TeVscale            0.0007879     0.00437     0.0007106    
LowR9EE_13TeVscale            0.0001422     0.002777     0.0002972    
Gain1EB_13TeVscale            1.602e-05     9.026e-08     1.021e-07    
Gain6EB_13TeVscale            1.653e-05     0.0003982     9.818e-08    
HighR9EBPhi_13TeVsmear        7.161e-06     0.00274     0.0008724    
HighR9EBRho_13TeVsmear        5.167e-05     0.004964     0.0009217    
HighR9EEPhi_13TeVsmear        0.0001007     0.02066     0.002334    
HighR9EERho_13TeVsmear        2.071e-05     0.01052     0.001285    
LowR9EBPhi_13TeVsmear         4.554e-05     0.006022     0.0002302    
LowR9EBRho_13TeVsmear         1.752e-05     0.008249     0.0004396    
LowR9EEPhi_13TeVsmear         6.071e-05     0.0004787     0.001164    
LowR9EERho_13TeVsmear         1.264e-05     0.005326     0.0003181    
MaterialCentralBarrel_scale   0.0001159     0.001014     0.0004258    
MaterialOuterBarrel_scale     0.0004037     0.002282     0.001044    
MaterialForward_scale         0.0008363     0.01119     0.00163    
FNUFEE_scale                  4.707e-05     0.00326     0.0008402    
FNUFEB_scale                  7.297e-06     0.0004406     0.0007192    
ShowerShapeHighR9EE_scale     6.512e-05     0.001398     0.0004383    
ShowerShapeHighR9EB_scale     0.0002258     0.001293     0.0009186    
ShowerShapeLowR9EE_scale      0.0001295     0.003461     0.0005141    
ShowerShapeLowR9EB_scale      2.625e-05     0.001697     0.000424    

diphotonCat=3
proc=testBBH
HighR9EB_13TeVscale           0.0003478     0.002972     0.0003553    
HighR9EE_13TeVscale           0.0002678     0.001557     0.0002259    
LowR9EB_13TeVscale            0.0008716     0.003522     0.000597    
LowR9EE_13TeVscale            0.0001049     0.002557     0.0002668    
Gain1EB_13TeVscale            9.78e-07     9.632e-06     2.571e-05    
Gain6EB_13TeVscale            1.03e-06     7.445e-05     2.908e-05    
HighR9EBPhi_13TeVsmear        1.123e-05     0.006141     0.001381    
HighR9EBRho_13TeVsmear        3.403e-05     0.004379     0.0004506    
HighR9EEPhi_13TeVsmear        2.216e-05     0.0139     0.0007101    
HighR9EERho_13TeVsmear        2.048e-05     0.009136     0.0007415    
LowR9EBPhi_13TeVsmear         5.581e-06     9.79e-05     0.0004933    
LowR9EBRho_13TeVsmear         1.736e-05     0.003107     0.0003265    
LowR9EEPhi_13TeVsmear         1.529e-05     0.009512     0.000556    
LowR9EERho_13TeVsmear         6.438e-06     0.003588     0.0001367    
MaterialCentralBarrel_scale   0.0001281     0.002464     0.0001009    
MaterialOuterBarrel_scale     0.0004341     0.001303     0.0003496    
MaterialForward_scale         0.0006915     0.006903     0.0004383    
FNUFEE_scale                  7.95e-05     0.0009836     0.0001195    
FNUFEB_scale                  2.507e-05     0.001356     0.0002331    
ShowerShapeHighR9EE_scale     6.163e-05     0.0008233     0.0001001    
ShowerShapeHighR9EB_scale     0.0002361     0.002526     0.0005472    
ShowerShapeLowR9EE_scale      0.0001246     0.001778     6.7e-05    
ShowerShapeLowR9EB_scale      1.194e-05     0.0006163     0.0002036    

diphotonCat=3
proc=testTHQ
HighR9EB_13TeVscale           0.0003776     0.001038     0.0005003    
HighR9EE_13TeVscale           0.0002641     0.0005822     0.0001276    
LowR9EB_13TeVscale            0.000792     0.003257     0.0006727    
LowR9EE_13TeVscale            0.0001087     0.003094     0.0001673    
Gain1EB_13TeVscale            1.08e-05     8.266e-05     3.779e-05    
Gain6EB_13TeVscale            1.212e-05     2.144e-06     7.76e-08    
HighR9EBPhi_13TeVsmear        2.401e-05     0.0102     0.0004907    
HighR9EBRho_13TeVsmear        3.006e-05     0.006445     0.0005114    
HighR9EEPhi_13TeVsmear        4.692e-05     0.02151     0.0005363    
HighR9EERho_13TeVsmear        9.914e-06     0.008872     0.0001848    
LowR9EBPhi_13TeVsmear         4.305e-05     0.008712     0.0005621    
LowR9EBRho_13TeVsmear         1.419e-05     0.005382     0.0004188    
LowR9EEPhi_13TeVsmear         4.598e-06     0.01153     8.852e-05    
LowR9EERho_13TeVsmear         1.248e-05     0.004526     0.0001592    
MaterialCentralBarrel_scale   0.0001522     0.0006342     0.000148    
MaterialOuterBarrel_scale     0.0004172     0.0008925     0.0004009    
MaterialForward_scale         0.0006381     0.004812     0.0001211    
FNUFEE_scale                  7.82e-05     0.003341     0.0001331    
FNUFEB_scale                  2.453e-05     0.001572     0.000659    
ShowerShapeHighR9EE_scale     5.813e-05     0.0002303     3.666e-05    
ShowerShapeHighR9EB_scale     0.0002512     0.001078     0.0004112    
ShowerShapeLowR9EE_scale      0.0001133     0.002736     0.0001467    
ShowerShapeLowR9EB_scale      1.673e-05     0.0008865     7.205e-05    

diphotonCat=3
proc=testTHW
HighR9EB_13TeVscale           0.0003704     0.001701     0.0003025    
HighR9EE_13TeVscale           0.0002465     0.003599     0.0001657    
LowR9EB_13TeVscale            0.0008417     0.004854     0.0002408    
LowR9EE_13TeVscale            9.366e-05     0.000174     0.0002077    
Gain1EB_13TeVscale            1.748e-05     0.0004537     4.249e-05    
Gain6EB_13TeVscale            1.889e-05     0.0009088     5.726e-06    
HighR9EBPhi_13TeVsmear        2.698e-05     0.003928     0.0008514    
HighR9EBRho_13TeVsmear        1.235e-05     0.005108     0.0005656    
HighR9EEPhi_13TeVsmear        8.226e-06     0.01468     0.0009205    
HighR9EERho_13TeVsmear        1.201e-05     0.01002     0.0002058    
LowR9EBPhi_13TeVsmear         7.808e-05     0.0102     0.0005809    
LowR9EBRho_13TeVsmear         8.131e-06     0.007086     0.0001491    
LowR9EEPhi_13TeVsmear         1.185e-05     0.00605     0.000269    
LowR9EERho_13TeVsmear         4.336e-06     0.003978     0.0002084    
MaterialCentralBarrel_scale   0.0001546     0.002161     0.0001843    
MaterialOuterBarrel_scale     0.0004044     0.003326     0.0003675    
MaterialForward_scale         0.0005451     0.005488     0.0004217    
FNUFEE_scale                  8.026e-05     0.00116     0.0003289    
FNUFEB_scale                  2.544e-05     0.001886     0.0002059    
ShowerShapeHighR9EE_scale     5.425e-05     0.000237     4.785e-06    
ShowerShapeHighR9EB_scale     0.0002118     0.0009584     0.0003001    
ShowerShapeLowR9EE_scale      9.986e-05     0.0009293     0.0001284    
ShowerShapeLowR9EB_scale      6.307e-06     0.0004042     0.0001791    


diphotonCat=4
proc=GG2H
HighR9EB_13TeVscale           0.000927     0.06533     0.002472    
HighR9EE_13TeVscale           0.0001882     0.002868     0.002155    
LowR9EB_13TeVscale            0.001308     0.03831     0.01555    
LowR9EE_13TeVscale            0.0001712     0.002295     3.416e-08    
Gain1EB_13TeVscale            0.0002058     0.01285     2.453e-08    
Gain6EB_13TeVscale            0.0002416     0.006818     0.002414    
HighR9EBPhi_13TeVsmear        0.0001762     0.2661     0.0006636    
HighR9EBRho_13TeVsmear        0.0002402     0.03607     0.006601    
HighR9EEPhi_13TeVsmear        0.0001015     0.002786     0.0001524    
HighR9EERho_13TeVsmear        0.0001598     0.006542     3.56e-08    
LowR9EBPhi_13TeVsmear         0.0003158     0.1472     0.003058    
LowR9EBRho_13TeVsmear         6.915e-05     0.01821     0.01072    
LowR9EEPhi_13TeVsmear         0.0001676     0.00484     3.945e-08    
LowR9EERho_13TeVsmear         0.0001622     0.002295     3.416e-08    
MaterialCentralBarrel_scale   0.0001723     0.01551     0.004154    
MaterialOuterBarrel_scale     0.0002727     0.05517     0.003128    
MaterialForward_scale         0.0001531     0.004892     0.00653    
FNUFEE_scale                  0.0002028     0.005389     3.103e-08    
FNUFEB_scale                  0.0002676     0.02117     0.0001988    
ShowerShapeHighR9EE_scale     0.0001882     1.271e-08     4.763e-08    
ShowerShapeHighR9EB_scale     0.0002647     0.03434     0.0001988    
ShowerShapeLowR9EE_scale      0.0001705     0.002295     4.137e-08    
ShowerShapeLowR9EB_scale      0.0001499     0.002142     0.002261    

diphotonCat=4
proc=VBF
HighR9EB_13TeVscale           0.0008372     0.01507     0.0007735    
HighR9EE_13TeVscale           5.536e-05     0.001436     7.224e-05    
LowR9EB_13TeVscale            0.0007731     0.01373     0.0009841    
LowR9EE_13TeVscale            7.459e-06     0.0006409     0.0002391    
Gain1EB_13TeVscale            1.521e-05     0.001729     8.592e-06    
Gain6EB_13TeVscale            3.401e-05     0.001006     0.0003374    
HighR9EBPhi_13TeVsmear        3.086e-05     0.08459     0.0007597    
HighR9EBRho_13TeVsmear        9.551e-06     0.02678     0.0003179    
HighR9EEPhi_13TeVsmear        1.458e-05     0.01201     3.49e-05    
HighR9EERho_13TeVsmear        2.305e-06     0.000662     0.0001105    
LowR9EBPhi_13TeVsmear         6.379e-05     0.04156     0.0009643    
LowR9EBRho_13TeVsmear         2.35e-05     0.01484     0.0004824    
LowR9EEPhi_13TeVsmear         3.909e-05     0.001614     0.0001053    
LowR9EERho_13TeVsmear         6.889e-06     0.000448     0.0001562    
MaterialCentralBarrel_scale   0.00025     0.005122     0.0004941    
MaterialOuterBarrel_scale     0.0003301     0.005675     0.000532    
MaterialForward_scale         0.0001206     0.001832     0.001026    
FNUFEE_scale                  2.131e-05     0.0002683     0.0003534    
FNUFEB_scale                  0.0002943     0.008954     0.0006462    
ShowerShapeHighR9EE_scale     7.438e-06     0.000413     0.000325    
ShowerShapeHighR9EB_scale     0.0004563     0.01139     0.0001221    
ShowerShapeLowR9EE_scale      1.809e-05     0.0001743     0.0001305    
ShowerShapeLowR9EB_scale      7.657e-06     0.00107     0.0001148    

diphotonCat=4
proc=TTH
HighR9EB_13TeVscale           0.001073     0.04893     6.657e-08    
HighR9EE_13TeVscale           0.0002217     5.977e-09     5.053e-08    
LowR9EB_13TeVscale            0.0006589     0.02852     0.008023    
LowR9EE_13TeVscale            0.0002224     0.005703     3.304e-08    
Gain1EB_13TeVscale            0.0002997     0.04805     6.414e-08    
Gain6EB_13TeVscale            0.0002693     0.01661     2.915e-08    
HighR9EBPhi_13TeVsmear        0.001124     0.01514     0.001562    
HighR9EBRho_13TeVsmear        0.0001785     0.01501     0.009021    
HighR9EEPhi_13TeVsmear        0.0001548     4.767e-09     3.984e-08    
HighR9EERho_13TeVsmear        0.0002217     5.977e-09     5.053e-08    
LowR9EBPhi_13TeVsmear         0.000184     0.03955     6.608e-08    
LowR9EBRho_13TeVsmear         5.65e-05     0.02588     3.887e-08    
LowR9EEPhi_13TeVsmear         0.0002857     0.01975     3.498e-08    
LowR9EERho_13TeVsmear         0.0002518     0.009877     3.498e-08    
MaterialCentralBarrel_scale   0.0002019     0.04657     6.414e-08    
MaterialOuterBarrel_scale     9.184e-05     0.02813     0.007971    
MaterialForward_scale         0.0002571     0.01002     3.304e-08    
FNUFEE_scale                  0.0002247     0.005703     4.859e-08    
FNUFEB_scale                  0.0003989     0.0388     5.636e-08    
ShowerShapeHighR9EE_scale     0.0002217     5.977e-09     5.053e-08    
ShowerShapeHighR9EB_scale     0.0005585     0.04087     5.636e-08    
ShowerShapeLowR9EE_scale      0.0002549     0.004709     3.304e-08    
ShowerShapeLowR9EB_scale      0.0001442     0.006547     3.498e-08    

diphotonCat=4
proc=QQ2HLL
HighR9EB_13TeVscale           0.008171     0.2476     0    
HighR9EE_13TeVscale           0.005505     0.165     0    
LowR9EB_13TeVscale            0.02031     0.4927     0    
LowR9EE_13TeVscale            0.005505     0.165     0    
Gain1EB_13TeVscale            0.005505     0.165     0    
Gain6EB_13TeVscale            0.005505     0.165     0    
HighR9EBPhi_13TeVsmear        0.01493     0.3349     0    
HighR9EBRho_13TeVsmear        0.005505     0.165     0    
HighR9EEPhi_13TeVsmear        0.005505     0.165     0    
HighR9EERho_13TeVsmear        0.005505     0.165     0    
LowR9EBPhi_13TeVsmear         0.01519     0.3301     0    
LowR9EBRho_13TeVsmear         0.01035     0.2476     0    
LowR9EEPhi_13TeVsmear         0.005505     0.165     0    
LowR9EERho_13TeVsmear         0.005505     0.165     0    
MaterialCentralBarrel_scale   0.01035     0.2476     0    
MaterialOuterBarrel_scale     0.01546     0.4102     0    
MaterialForward_scale         0.005505     0.165     0    
FNUFEE_scale                  0.005505     0.165     0    
FNUFEB_scale                  0.009828     0.2476     0    
ShowerShapeHighR9EE_scale     0.005505     0.165     0    
ShowerShapeHighR9EB_scale     0.01467     0.3301     0    
ShowerShapeLowR9EE_scale      0.005505     0.165     0    
ShowerShapeLowR9EB_scale      0.005505     0.165     0    

diphotonCat=4
proc=QQ2HLNU
HighR9EB_13TeVscale           0.002029     0     2.421e-08    
HighR9EE_13TeVscale           0.001502     0     0    
LowR9EB_13TeVscale            0.008041     0     0.2583    
LowR9EE_13TeVscale            0.001502     0     0    
Gain1EB_13TeVscale            0.001502     0     0    
Gain6EB_13TeVscale            0.001037     0     4.841e-08    
HighR9EBPhi_13TeVsmear        0.003224     0     4.841e-08    
HighR9EBRho_13TeVsmear        0.001316     0     4.841e-08    
HighR9EEPhi_13TeVsmear        0.001502     0     0    
HighR9EERho_13TeVsmear        0.001502     0     0    
LowR9EBPhi_13TeVsmear         0.01437     0     0.5166    
LowR9EBRho_13TeVsmear         0.001815     0     4.841e-08    
LowR9EEPhi_13TeVsmear         0.001502     0     0    
LowR9EERho_13TeVsmear         0.001502     0     0    
MaterialCentralBarrel_scale   0.002454     0     4.841e-08    
MaterialOuterBarrel_scale     0.001232     0     0    
MaterialForward_scale         0.001502     0     0    
FNUFEE_scale                  0.001502     0     0    
FNUFEB_scale                  0.0003941     0     4.841e-08    
ShowerShapeHighR9EE_scale     0.001502     0     0    
ShowerShapeHighR9EB_scale     0.002057     0     4.841e-08    
ShowerShapeLowR9EE_scale      0.001502     0     0    
ShowerShapeLowR9EB_scale      0.001502     0     0    

diphotonCat=4
proc=WH2HQQ
HighR9EB_13TeVscale           0.001525     0.1763     4.808e-08    
HighR9EE_13TeVscale           0.0002645     1.213e-08     2.061e-08    
LowR9EB_13TeVscale            0.0007358     1.607e-08     3.434e-08    
LowR9EE_13TeVscale            0.0002916     1.213e-08     2.061e-08    
Gain1EB_13TeVscale            0.0002705     0.03062     1.889e-08    
Gain6EB_13TeVscale            0.0002645     1.213e-08     2.061e-08    
HighR9EBPhi_13TeVsmear        0.002154     0.4392     0.1999    
HighR9EBRho_13TeVsmear        0.0004408     0.2229     0.03231    
HighR9EEPhi_13TeVsmear        7e-06     0.01815     2.061e-08    
HighR9EERho_13TeVsmear        0.0002645     1.213e-08     2.061e-08    
LowR9EBPhi_13TeVsmear         0.000117     1.213e-08     2.061e-08    
LowR9EBRho_13TeVsmear         0.0004237     1.213e-08     2.061e-08    
LowR9EEPhi_13TeVsmear         0.0003729     0.004357     2.061e-08    
LowR9EERho_13TeVsmear         0.0002916     1.213e-08     2.061e-08    
MaterialCentralBarrel_scale   0.0001338     1.213e-08     2.061e-08    
MaterialOuterBarrel_scale     0.0004302     1.789e-08     5.152e-08    
MaterialForward_scale         3.407e-05     0.009074     2.061e-08    
FNUFEE_scale                  0.0002645     1.213e-08     2.061e-08    
FNUFEB_scale                  0.001077     0.1206     1.717e-08    
ShowerShapeHighR9EE_scale     0.0002645     1.213e-08     2.061e-08    
ShowerShapeHighR9EB_scale     0.0006796     0.1206     1.717e-08    
