# this file has been autogenerated by calcPhotonSystConsts.cpp

photonCatScales=HighR9EB_13TeVscale,HighR9EE_13TeVscale,LowR9EB_13TeVscale,LowR9EE_13TeVscale
photonCatScalesCorr=MaterialCentral_scale,MaterialForward_scale
photonCatSmears=HighR9EBPhi_13TeVsmear,HighR9EBRho_13TeVsmear,HighR9EEPhi_13TeVsmear,HighR9EERho_13TeVsmear,LowR9EBPhi_13TeVsmear,LowR9EBRho_13TeVsmear,LowR9EEPhi_13TeVsmear,LowR9EERho_13TeVsmear
globalScales=NonLinearity_13TeVscale,Geant4_13TeVscale,LightYield_13TeVscale,Absolute_13TeVscale

# photonCat                   mean_change    sigma_change    rate_change
diphotonCat=0
proc=ggh
LowR9EBPhi_13TeVsmear         0.0001413     0.0464     0.005316    
LowR9EBRho_13TeVsmear         6.541e-05     0.005015     0.0002296    
LowR9EEPhi_13TeVsmear         3.255e-05     0.0243     0.001225    
LowR9EERho_13TeVsmear         1.079e-05     0.0008478     0.0006895    
MaterialCentral_scale         0.000245     0.002632     0.0002885    
MaterialForward_scale         0.001149     0.009151     0.0009105    

diphotonCat=5
proc=tth
HighR9EB_13TeVscale           0.0007672     0.01451     0.009759    
HighR9EE_13TeVscale           8.396e-05     0.006819     0.007331    
LowR9EB_13TeVscale            0.0005515     0.0529     0.007002    
LowR9EE_13TeVscale            0.0004392     0.001796     0.002526    
HighR9EBPhi_13TeVsmear        0.0008495     0.08893     0.03684    
HighR9EBRho_13TeVsmear        0.00023     0.02216     0.004108    
HighR9EEPhi_13TeVsmear        3.341e-05     0.07558     0.02384    
HighR9EERho_13TeVsmear        0.0002496     0.005951     0.005377    
LowR9EBPhi_13TeVsmear         0.001631     0.08901     0.01508    
LowR9EBRho_13TeVsmear         0.000505     0.01     0.01106    
LowR9EEPhi_13TeVsmear         0.0008312     0.04989     0.0107    
LowR9EERho_13TeVsmear         0.0003443     0.00195     0.002664    
MaterialCentral_scale         0.0001352     0.02075     0.01016    
MaterialForward_scale         0.001446     0.01261     0.008471    

diphotonCat=5
proc=wh
HighR9EB_13TeVscale           0.0004824     0.008096     0.01783    
HighR9EE_13TeVscale           0.000101     0.01798     0.009488    
LowR9EB_13TeVscale            0.0005729     0.03354     0.000718    
LowR9EE_13TeVscale            0.0003624     0.007822     0.003865    
HighR9EBPhi_13TeVsmear        0.000249     0.09613     0.003907    
HighR9EBRho_13TeVsmear        0.0001491     0.01914     0.01414    
HighR9EEPhi_13TeVsmear        0.000625     0.08262     0.0107    
HighR9EERho_13TeVsmear        7.327e-05     0.005596     0.006077    
LowR9EBPhi_13TeVsmear         8.496e-05     0.04328     0.01597    
LowR9EBRho_13TeVsmear         3.629e-05     0.01029     0.01148    
LowR9EEPhi_13TeVsmear         0.0006652     0.0194     0.003861    
LowR9EERho_13TeVsmear         6.183e-05     0.005437     0.003075    
MaterialCentral_scale         0.0002132     0.01916     0.008527    
MaterialForward_scale         0.001326     0.03273     0.005878    

diphotonCat=5
proc=zh
HighR9EB_13TeVscale           0.0007423     0.02716     0.007102    
HighR9EE_13TeVscale           0.0003622     0.002847     0.003076    
LowR9EB_13TeVscale            0.001582     0.0784     0.009988    
LowR9EE_13TeVscale            0.000179     0.02408     0.00419    
HighR9EBPhi_13TeVsmear        0.0002002     0.1592     0.008816    
HighR9EBRho_13TeVsmear        0.0001988     0.03387     0.02162    
HighR9EEPhi_13TeVsmear        0.0007353     0.1026     0.03679    
HighR9EERho_13TeVsmear        0.0001333     0.02342     0.01186    
LowR9EBPhi_13TeVsmear         0.002804     0.1906     0.05399    
LowR9EBRho_13TeVsmear         0.0003183     0.04366     0.006914    
LowR9EEPhi_13TeVsmear         0.0001369     0.04177     0.008478    
LowR9EERho_13TeVsmear         0.0001516     0.01073     0.002471    
MaterialCentral_scale         0.0001717     0.02886     0.003356    
MaterialForward_scale         0.001959     0.07461     0.02392    


diphotonCat=6
proc=ggh
HighR9EB_13TeVscale           0.000739     0.05139     0.00285    
HighR9EE_13TeVscale           2.316e-05     0.02601     0.007923    
LowR9EB_13TeVscale            0.0007324     0.05279     9.953e-08    
LowR9EE_13TeVscale            7.604e-05     8.482e-08     9.632e-08    
HighR9EBPhi_13TeVsmear        7.51e-06     0.1511     0.0057    
HighR9EBRho_13TeVsmear        0.0001272     0.09239     0.00285    
HighR9EEPhi_13TeVsmear        0.0006647     0.08262     1.011e-07    
HighR9EERho_13TeVsmear        9.839e-05     0.0341     0.00285    
LowR9EBPhi_13TeVsmear         5.34e-05     0.02235     9.685e-08    
LowR9EBRho_13TeVsmear         1.291e-05     0.05647     9.391e-08    
LowR9EEPhi_13TeVsmear         0.0001349     0.04046     9.311e-08    
LowR9EERho_13TeVsmear         6.787e-05     8.482e-08     9.632e-08    
MaterialCentral_scale         0.0003518     0.05257     0.00285    
MaterialForward_scale         0.0008322     0.06418     0.007923    

diphotonCat=6
proc=vbf
HighR9EB_13TeVscale           0.002516     0.2768     8.266e-05    
HighR9EE_13TeVscale           0.0001506     0.001729     7.093e-08    
LowR9EB_13TeVscale            0.0008827     0.07989     6.352e-08    
LowR9EE_13TeVscale            5.699e-05     2.05e-07     5.576e-08    
HighR9EBPhi_13TeVsmear        0.004666     0.844     0.01997    
HighR9EBRho_13TeVsmear        0.0001659     0.08925     8.363e-08    
HighR9EEPhi_13TeVsmear        0.001457     0.0301     0.006406    
HighR9EERho_13TeVsmear        0.0001619     0.02377     6.246e-08    
LowR9EBPhi_13TeVsmear         0.0007076     0.1619     0.014    
LowR9EBRho_13TeVsmear         0.0002667     0.009061     6.281e-08    
LowR9EEPhi_13TeVsmear         0.0002124     0.05483     7.34e-08    
LowR9EERho_13TeVsmear         5.699e-05     2.05e-07     5.576e-08    
MaterialCentral_scale         0.0002716     0.1243     5.611e-08    
MaterialForward_scale         0.0009083     0.2067     5.717e-08    

diphotonCat=6
proc=tth
HighR9EB_13TeVscale           0.000769     0.009899     9.671e-05    
HighR9EE_13TeVscale           7.52e-05     0.002811     0.0001586    
LowR9EB_13TeVscale            0.0006787     0.01012     0.0002262    
LowR9EE_13TeVscale            2.964e-05     0.0003987     8.076e-05    
HighR9EBPhi_13TeVsmear        9.47e-05     0.1235     0.0009785    
HighR9EBRho_13TeVsmear        2.044e-05     0.02429     9.846e-05    
HighR9EEPhi_13TeVsmear        8.786e-05     0.06928     0.0001696    
HighR9EERho_13TeVsmear        2.167e-05     0.003313     0.0003168    
LowR9EBPhi_13TeVsmear         5.252e-05     0.04973     0.0009792    
LowR9EBRho_13TeVsmear         1.732e-05     0.01359     0.0002821    
LowR9EEPhi_13TeVsmear         9.023e-05     0.007086     0.0008599    
LowR9EERho_13TeVsmear         3.212e-05     0.0008694     8.708e-05    
MaterialCentral_scale         0.0003101     0.004293     0.0001231    
MaterialForward_scale         0.000828     0.004423     0.0002776    

diphotonCat=6
proc=wh
HighR9EB_13TeVscale           0.0006214     0.06537     8.105e-09    
HighR9EE_13TeVscale           0.0001338     0.006284     5.638e-09    
LowR9EB_13TeVscale            0.0007478     0.01623     1.692e-08    
LowR9EE_13TeVscale            0.0002818     0.008998     1.128e-08    
HighR9EBPhi_13TeVsmear        0.001106     0.2532     2.819e-09    
HighR9EBRho_13TeVsmear        0.0002711     0.06088     9.867e-09    
HighR9EEPhi_13TeVsmear        0.0005895     0.06584     3.665e-08    
HighR9EERho_13TeVsmear        0.00015     0.01605     2.819e-09    
LowR9EBPhi_13TeVsmear         0.0008289     0.01308     3.524e-09    
LowR9EBRho_13TeVsmear         0.0001512     0.01361     1.727e-08    
LowR9EEPhi_13TeVsmear         0.0006406     0.1292     4.229e-09    
LowR9EERho_13TeVsmear         0.0002545     0.0045     5.638e-09    
MaterialCentral_scale         0.0004546     0.04787     7.048e-09    
MaterialForward_scale         0.0009658     0.01204     1.48e-08    

diphotonCat=6
proc=zh
HighR9EB_13TeVscale           0.0006632     0.01685     4.792e-08    
HighR9EE_13TeVscale           7.434e-05     3.126e-08     3.343e-08    
LowR9EB_13TeVscale            0.00113     0.05414     5.712e-08    
LowR9EE_13TeVscale            9.986e-05     3.126e-08     3.343e-08    
HighR9EBPhi_13TeVsmear        0.001175     0.1462     0.007071    
HighR9EBRho_13TeVsmear        6.962e-05     0.01619     5.126e-08    
HighR9EEPhi_13TeVsmear        0.000846     0.1184     5.126e-08    
HighR9EERho_13TeVsmear        8.963e-05     2.703e-08     4.012e-08    
LowR9EBPhi_13TeVsmear         0.0001042     0.1546     4.123e-08    
LowR9EBRho_13TeVsmear         6.195e-05     0.009343     4.848e-08    
LowR9EEPhi_13TeVsmear         0.000626     0.02262     4.235e-08    
LowR9EERho_13TeVsmear         7.675e-05     3.126e-08     3.343e-08    
MaterialCentral_scale         0.00021     0.0268     5.015e-08    
MaterialForward_scale         0.0007664     0.02304     6.394e-08    


diphotonCat=7
proc=ggh
HighR9EB_13TeVscale           0.005969     0     8.919e-08    
HighR9EE_13TeVscale           2.762e-05     0     0    
LowR9EB_13TeVscale            2.762e-05     0     0    
LowR9EE_13TeVscale            2.762e-05     0     0    
HighR9EBPhi_13TeVsmear        0.04435     0     1.784e-07    
HighR9EBRho_13TeVsmear        0.008918     0     4.46e-08    
HighR9EEPhi_13TeVsmear        0.01649     0     0    
HighR9EERho_13TeVsmear        2.762e-05     0     0    
LowR9EBPhi_13TeVsmear         2.762e-05     0     0    
LowR9EBRho_13TeVsmear         2.762e-05     0     0    
LowR9EEPhi_13TeVsmear         2.762e-05     0     0    
LowR9EERho_13TeVsmear         2.762e-05     0     0    
MaterialCentral_scale         0.006196     0     0    
MaterialForward_scale         0.01134     0     0    

diphotonCat=7
proc=vbf
HighR9EB_13TeVscale           0.0003662     0.2587     9.116e-09    
HighR9EE_13TeVscale           0.0004966     0.2457     0    
LowR9EB_13TeVscale            0.0008547     0.3612     9.116e-09    
LowR9EE_13TeVscale            0.0006456     0     0    
HighR9EBPhi_13TeVsmear        0.00112     0.7404     7.293e-08    
HighR9EBRho_13TeVsmear        0.0006419     0.2587     0    
HighR9EEPhi_13TeVsmear        0.00593     0.06739     0.192    
HighR9EERho_13TeVsmear        0.0004966     0.2457     0    
LowR9EBPhi_13TeVsmear         0.003395     0.3973     5.47e-08    
LowR9EBRho_13TeVsmear         0.0008716     0     0    
LowR9EEPhi_13TeVsmear         0.0006456     0     0    
LowR9EERho_13TeVsmear         0.0006456     0     0    
MaterialCentral_scale         0.0004892     0     0    
MaterialForward_scale         0.001297     0.2457     0    

diphotonCat=7
proc=tth
HighR9EB_13TeVscale           0.0006654     0.01205     0.0009392    
HighR9EE_13TeVscale           7.414e-05     0.00381     0.0001248    
LowR9EB_13TeVscale            0.0006998     0.01373     0.000667    
LowR9EE_13TeVscale            3.712e-05     0.001447     0.000124    
HighR9EBPhi_13TeVsmear        0.0003372     0.1308     0.001418    
HighR9EBRho_13TeVsmear        5.269e-05     0.02088     0.0002864    
HighR9EEPhi_13TeVsmear        7.818e-05     0.04266     3.378e-05    
HighR9EERho_13TeVsmear        1.922e-05     0.0006162     0.0004285    
LowR9EBPhi_13TeVsmear         0.0001323     0.07313     0.003184    
LowR9EBRho_13TeVsmear         2.737e-05     0.01028     0.0004391    
LowR9EEPhi_13TeVsmear         6.779e-05     0.01956     0.0004349    
LowR9EERho_13TeVsmear         3.972e-05     0.002386     0.0001178    
MaterialCentral_scale         0.0002612     0.003168     2.782e-05    
MaterialForward_scale         0.0008704     0.008438     0.0001775    

diphotonCat=7
proc=wh
HighR9EB_13TeVscale           0.000915     0.06752     2.931e-08    
HighR9EE_13TeVscale           0.0002192     0.02224     2.157e-08    
LowR9EB_13TeVscale            0.0004355     0.02708     2.102e-08    
LowR9EE_13TeVscale            0.0001681     1.888e-08     3.097e-08    
HighR9EBPhi_13TeVsmear        0.00136     0.03947     1.106e-08    
HighR9EBRho_13TeVsmear        0.0001144     0.02152     2.323e-08    
HighR9EEPhi_13TeVsmear        0.001715     0.08952     8.296e-09    
HighR9EERho_13TeVsmear        0.0001853     0.002548     2.821e-08    
LowR9EBPhi_13TeVsmear         0.002669     0.021     0.05029    
LowR9EBRho_13TeVsmear         0.0001444     0.012     1.977e-08    
LowR9EEPhi_13TeVsmear         0.0008617     0.2078     0.01714    
LowR9EERho_13TeVsmear         0.0001467     2.088e-08     2.876e-08    
MaterialCentral_scale         0.0002886     0.03096     7.743e-09    
MaterialForward_scale         0.001102     0.02564     3.54e-08    

diphotonCat=7
proc=zh
HighR9EB_13TeVscale           0.0009084     0.05623     3.319e-08    
HighR9EE_13TeVscale           0.0003502     1.148e-08     1.475e-08    
LowR9EB_13TeVscale            0.001388     0.05725     0.02621    
LowR9EE_13TeVscale            0.0003721     7.656e-09     9.835e-09    
HighR9EBPhi_13TeVsmear        0.00213     0.4061     0.05242    
HighR9EBRho_13TeVsmear        0.0003438     0.1067     1.721e-08    
HighR9EEPhi_13TeVsmear        0.001398     0.1064     1.352e-08    
HighR9EERho_13TeVsmear        0.000432     1.148e-08     1.475e-08    
LowR9EBPhi_13TeVsmear         0.001987     0.0264     2.459e-09    
LowR9EBRho_13TeVsmear         0.000298     2.679e-08     3.442e-08    
LowR9EEPhi_13TeVsmear         0.001324     0.09943     1.475e-08    
LowR9EERho_13TeVsmear         0.0003721     7.656e-09     9.835e-09    
MaterialCentral_scale         0.0002855     0.08568     1.967e-08    
MaterialForward_scale         0.002012     0.1585     1.967e-08    


