CMS_hgg_UE                            lnN   0.987 0.993 - - - - - - 0.990 0.991 - - - - - - 0.993 0.991 - - - - - - 1.003 1.017 - - - - - - 0.814 1.009 - - - - - - 1.111 1.012 - - - - - - 1.023 0.991 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
CMS_hgg_PS                            lnN   0.970 1.004 - - - - - - 0.980 1.002 - - - - - - 1.009 0.993 - - - - - - 1.021 0.992 - - - - - - 0.944 1.044 - - - - - - 1.118 1.060 - - - - - - 1.061 1.024 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

